age,dfh,edu,employee_id,job_level,income,salary_increase,stock_option,training,years_company,years_promotion,years_manager,job_involvement,performance,num_companiesworked,years_working,satisfaction_environment,satisfaction_job,wlb,attrition,business_travel,department,edu_field,gender,job_role,marital
46,1,2,1302,2,97140,22,0,0,9,4,7,3,4,1.0,9.0,3.0,4.0,3.0,Yes,Travel_Rarely,Sales,Medical,Female,Research Scientist,Single
40,6,3,1303,1,60770,16,2,2,22,11,11,2,3,1.0,22.0,3.0,2.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married
51,8,4,1304,5,24500,12,1,2,10,1,0,3,3,0.0,11.0,3.0,4.0,1.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Single
30,9,3,1305,1,92500,12,3,0,11,2,7,3,3,1.0,11.0,3.0,2.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
46,12,1,1306,1,20740,15,1,3,10,9,5,3,3,2.0,21.0,3.0,1.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married
32,15,3,1307,1,101690,14,0,6,11,5,7,2,3,1.0,12.0,2.0,3.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single
54,25,1,1308,1,48550,25,1,2,4,0,3,2,4,9.0,16.0,1.0,3.0,1.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married
24,6,2,1309,2,40870,20,3,1,3,0,2,3,4,0.0,4.0,1.0,3.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Married
28,9,4,1310,2,23670,13,0,2,5,0,4,2,3,1.0,5.0,2.0,3.0,4.0,No,Non-Travel,Sales,Medical,Male,Laboratory Technician,Married
58,8,4,1311,2,29720,14,0,2,37,1,8,4,3,0.0,38.0,4.0,3.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
44,23,2,1312,1,195860,16,0,3,3,1,2,2,3,4.0,17.0,2.0,2.0,4.0,No,Non-Travel,Research & Development,Medical,Female,Research Scientist,Married
32,12,2,1314,1,20610,15,1,2,1,0,0,2,3,1.0,1.0,4.0,1.0,3.0,No,Travel_Rarely,Human Resources,Human Resources,Female,Sales Representative,Single
20,4,4,1315,2,99240,22,0,3,1,1,0,3,4,1.0,1.0,4.0,4.0,3.0,Yes,Travel_Frequently,Sales,Life Sciences,Female,Healthcare Representative,Single
34,1,4,1316,4,41980,22,1,2,16,2,10,2,4,1.0,16.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single
37,24,2,1317,1,68150,20,1,3,1,0,0,3,4,5.0,17.0,3.0,4.0,4.0,No,Non-Travel,Sales,Life Sciences,Male,Research Scientist,Divorced
59,12,2,1318,2,47230,14,0,0,3,2,2,3,3,9.0,30.0,3.0,4.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Married
50,3,4,1319,4,61420,13,2,3,8,0,7,2,3,3.0,28.0,1.0,2.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married
25,10,1,1320,2,82370,13,0,6,6,0,3,2,3,1.0,6.0,3.0,3.0,3.0,Yes,Travel_Rarely,Sales,Marketing,Male,Research Director,Single
25,26,3,1321,1,88530,22,1,3,2,2,1,3,4,1.0,2.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married
22,2,1,1322,1,193310,12,1,2,0,0,0,3,3,1.0,1.0,2.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Single
51,1,3,1323,1,20730,14,1,4,13,12,8,3,3,3.0,23.0,1.0,1.0,2.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Single
54,9,3,1325,1,196130,17,0,5,5,4,4,3,3,2.0,23.0,4.0,4.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single
24,2,1,1326,2,34070,13,1,4,5,1,2,3,3,0.0,6.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
34,4,3,1327,2,50630,12,1,2,1,0,0,3,3,6.0,12.0,3.0,2.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Divorced
37,6,1,1328,1,46390,12,2,3,5,1,3,3,3,2.0,12.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Technical Degree,Male,Laboratory Technician,Single
34,9,2,1329,2,48760,21,1,3,11,5,8,3,4,2.0,14.0,3.0,1.0,3.0,No,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Single
36,7,3,1330,1,26900,11,0,1,9,2,8,3,3,0.0,10.0,2.0,4.0,3.0,No,Travel_Frequently,Human Resources,Medical,Male,Research Scientist,Married
36,1,3,1331,2,175670,13,0,6,1,0,0,3,3,5.0,7.0,1.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced
43,3,4,1332,1,24080,12,1,3,25,4,12,3,3,1.0,25.0,3.0,4.0,4.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Married
30,10,3,1333,3,28140,24,0,2,10,0,9,3,4,1.0,10.0,1.0,3.0,2.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced
33,7,3,1334,2,112450,21,0,3,7,0,7,3,4,0.0,8.0,3.0,2.0,4.0,No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married
56,15,3,1335,2,33120,19,0,1,5,4,3,1,3,9.0,7.0,2.0,2.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
51,3,2,1336,2,190490,14,1,2,20,15,15,3,3,7.0,23.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Other,Female,Sales Representative,Single
31,2,4,1337,3,21410,20,0,2,7,7,7,3,4,4.0,12.0,2.0,3.0,2.0,Yes,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married
26,17,3,1338,2,57690,19,0,4,5,4,3,2,3,1.0,5.0,3.0,2.0,2.0,No,Travel_Rarely,Sales,Medical,Female,Manager,Married
58,2,2,1339,1,43850,13,1,2,40,15,6,2,3,1.0,40.0,4.0,4.0,2.0,Yes,Travel_Rarely,Sales,Medical,Female,Research Scientist,Married
19,5,2,1340,1,53320,23,1,2,0,0,0,3,4,1.0,0.0,4.0,3.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single
22,29,4,1341,1,46630,13,1,1,2,2,1,3,3,0.0,3.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married
49,2,3,1342,1,47240,11,1,3,15,5,11,2,3,1.0,16.0,3.0,1.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
43,2,2,1343,1,32110,13,0,2,3,1,2,4,3,4.0,18.0,2.0,3.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single
50,19,4,1344,2,53770,14,1,3,2,2,1,4,3,4.0,16.0,3.0,4.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Executive,Single
31,15,1,1345,2,40660,22,0,2,2,2,2,2,4,3.0,4.0,2.0,3.0,3.0,Yes,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
41,17,2,1346,1,52080,11,3,2,9,0,7,1,3,3.0,12.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Divorced
26,17,4,1347,2,48770,13,1,5,8,5,7,4,3,1.0,8.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
36,25,1,1348,2,31170,21,1,2,3,0,1,4,4,6.0,7.0,2.0,2.0,3.0,No,Travel_Rarely,Human Resources,Human Resources,Male,Research Scientist,Divorced
51,6,3,1349,1,15690,11,0,2,4,0,3,4,3,2.0,18.0,1.0,4.0,3.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Single
39,7,3,1350,1,196580,13,1,3,15,5,9,4,3,4.0,17.0,4.0,3.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married
25,29,1,1351,3,30690,14,1,3,2,2,2,2,3,2.0,6.0,1.0,3.0,3.0,No,Travel_Rarely,Sales,Medical,Female,Research Scientist,Married
30,21,1,1352,2,104350,11,0,5,11,4,7,3,3,0.0,12.0,3.0,4.0,1.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married
32,2,4,1353,2,41480,15,0,0,5,0,4,2,3,7.0,10.0,1.0,1.0,4.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single
45,2,1,1354,2,57680,23,1,4,6,0,3,3,4,5.0,9.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single
38,7,4,1355,2,50420,16,1,4,3,2,2,3,3,3.0,19.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single
30,13,3,1356,2,57700,16,1,2,5,0,4,4,3,1.0,5.0,1.0,3.0,2.0,No,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Single
32,2,3,1357,3,77560,21,0,3,8,0,7,3,4,0.0,9.0,4.0,4.0,4.0,No,Travel_Frequently,Sales,Marketing,Male,Laboratory Technician,Divorced
30,1,3,1358,3,103060,13,0,5,3,2,2,3,3,5.0,8.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Divorced
30,9,3,1359,2,39360,11,1,3,5,1,2,3,3,0.0,6.0,2.0,4.0,3.0,No,Travel_Rarely,Sales,Medical,Male,Research Scientist,Single
41,10,2,1360,3,79450,12,1,6,7,7,7,2,3,4.0,21.0,4.0,1.0,2.0,No,Travel_Frequently,Sales,Medical,Female,Manufacturing Director,Divorced
41,10,4,1361,4,57430,12,3,2,5,1,4,4,3,2.0,7.0,3.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
19,1,3,1362,5,152020,18,3,2,1,0,0,2,3,1.0,1.0,2.0,2.0,3.0,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Single
40,26,4,1363,2,54400,12,1,2,20,2,13,3,3,1.0,20.0,2.0,2.0,3.0,No,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced
35,8,1,1364,3,37600,14,3,2,10,0,6,3,3,1.0,10.0,3.0,2.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Married
53,14,2,1365,5,35170,12,1,1,7,4,5,2,3,2.0,13.0,2.0,3.0,1.0,No,Travel_Rarely,Sales,Life Sciences,Female,Manufacturing Director,Married
45,1,4,1366,1,25800,17,3,3,17,0,15,3,3,8.0,20.0,2.0,2.0,1.0,No,Travel_Rarely,Sales,Technical Degree,Male,Research Scientist,Divorced
32,2,2,1367,1,21660,19,1,4,9,3,7,1,3,1.0,9.0,2.0,4.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Female,Manufacturing Director,Single
29,10,4,1368,3,58690,11,1,6,10,0,9,4,3,1.0,10.0,4.0,3.0,3.0,No,Non-Travel,Research & Development,Technical Degree,Male,Healthcare Representative,Married
51,1,3,1369,3,80080,15,1,4,1,0,0,3,3,2.0,10.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Other,Female,Research Director,Married
58,3,3,1370,1,52060,11,3,4,1,0,0,1,3,4.0,9.0,2.0,2.0,2.0,No,Travel_Rarely,Sales,Marketing,Female,Research Scientist,Married
40,11,2,1371,4,52950,18,0,4,12,2,11,3,3,7.0,15.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married
34,24,4,1372,2,164130,16,0,1,4,1,2,3,3,6.0,6.0,3.0,3.0,3.0,No,Travel_Frequently,Sales,Marketing,Male,Manufacturing Director,Married
22,3,3,1373,1,132690,25,1,2,2,2,2,3,4,1.0,2.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married
27,3,3,1374,1,27830,16,1,2,2,2,2,4,3,6.0,6.0,4.0,2.0,1.0,No,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced
28,4,4,1375,2,54330,13,1,4,5,0,2,2,3,1.0,5.0,3.0,4.0,1.0,No,Travel_Rarely,Sales,Life Sciences,Male,Healthcare Representative,Married
57,3,3,1376,2,20130,14,1,5,5,1,4,3,3,3.0,12.0,3.0,4.0,1.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
27,2,3,1377,1,139660,19,0,1,1,0,1,3,3,1.0,1.0,3.0,3.0,2.0,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
50,4,3,1378,2,43740,15,1,5,5,4,4,4,3,3.0,21.0,3.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single
41,7,4,1379,4,68420,12,1,3,9,1,8,3,3,4.0,13.0,1.0,3.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Divorced
30,1,4,1380,1,174260,12,1,0,10,7,4,2,3,2.0,12.0,2.0,4.0,3.0,No,Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married
38,1,1,1381,2,176030,16,0,0,8,0,7,2,3,4.0,12.0,1.0,4.0,4.0,No,Travel_Rarely,Sales,Medical,Male,Laboratory Technician,Single
32,20,3,1382,1,45810,14,1,3,5,1,4,3,3,3.0,8.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single
27,5,4,1383,2,47350,13,0,2,5,1,1,3,3,0.0,6.0,3.0,2.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married
19,10,2,1384,2,41870,22,1,4,0,0,0,3,4,0.0,1.0,3.0,1.0,4.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single
36,25,3,1385,2,55050,21,2,3,8,7,2,3,4,4.0,13.0,4.0,2.0,2.0,No,Travel_Frequently,Sales,Marketing,Female,Research Director,Single
30,1,3,1386,1,54700,18,1,2,12,6,10,3,3,1.0,12.0,3.0,1.0,3.0,No,Non-Travel,Sales,Medical,Female,Sales Executive,Divorced
45,24,2,1387,2,54760,13,1,3,5,0,3,3,3,4.0,9.0,3.0,1.0,4.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced
56,4,3,1388,4,25870,12,0,2,2,2,2,2,3,4.0,19.0,3.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced
33,2,2,1389,1,24400,18,3,4,3,0,2,3,3,0.0,4.0,3.0,4.0,4.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Single
19,8,2,1390,2,159720,21,0,2,1,1,0,3,4,1.0,1.0,2.0,4.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
46,10,3,1391,2,153790,12,0,1,24,15,7,1,3,1.0,24.0,2.0,1.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced
38,4,4,1392,1,70820,14,0,3,2,2,1,4,3,1.0,2.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Manufacturing Director,Single
31,2,5,1393,2,27280,11,0,3,4,0,2,4,3,8.0,7.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married
34,9,3,1394,2,53680,14,1,2,3,1,2,3,3,2.0,9.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Manager,Single
41,18,4,1395,5,53470,24,1,1,4,0,2,3,4,1.0,4.0,2.0,2.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
50,19,4,1396,3,31950,11,0,4,3,0,2,2,3,2.0,5.0,3.0,3.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married
53,1,2,1397,1,39890,13,0,2,4,1,3,3,3,1.0,5.0,4.0,1.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Manager,Divorced
33,4,3,1398,1,33060,11,3,6,8,1,6,1,3,1.0,8.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Married
40,11,3,1399,2,70050,20,2,2,20,9,9,3,4,1.0,21.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
55,6,1,1400,2,26550,17,0,0,24,2,15,2,3,8.0,36.0,3.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
34,7,4,1401,1,13930,11,2,4,10,1,9,4,3,1.0,10.0,4.0,3.0,2.0,No,Travel_Frequently,Human Resources,Other,Female,Research Scientist,Married
51,4,2,1402,2,25700,18,0,2,7,1,0,3,3,3.0,21.0,4.0,2.0,3.0,No,Travel_Rarely,Human Resources,Human Resources,Male,Sales Representative,Single
52,2,4,1403,2,35370,11,1,3,33,11,9,3,3,0.0,34.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Married
27,15,3,1404,1,39860,12,2,3,7,0,3,3,3,1.0,7.0,4.0,2.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Single
35,2,4,1405,2,108830,12,0,3,1,0,1,4,3,3.0,8.0,2.0,3.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married
43,6,2,1406,1,20280,20,1,2,5,2,2,2,4,4.0,7.0,4.0,4.0,4.0,No,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced
45,9,2,1407,1,95250,19,0,3,20,11,8,3,3,9.0,22.0,1.0,4.0,3.0,No,Non-Travel,Research & Development,Medical,Female,Sales Executive,Married
35,1,3,1409,2,22750,13,0,2,6,1,2,4,3,5.0,10.0,2.0,2.0,3.0,No,Travel_Frequently,Research & Development,Other,Male,Research Director,Single
42,1,1,1410,2,78790,11,1,2,5,0,2,3,3,2.0,11.0,3.0,3.0,3.0,No,Non-Travel,Research & Development,Technical Degree,Male,Sales Executive,Divorced
38,8,2,1411,5,49300,14,0,0,1,0,0,3,3,9.0,14.0,4.0,3.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Married
38,25,1,1412,1,78470,14,1,3,7,1,7,4,3,3.0,9.0,4.0,4.0,1.0,No,Travel_Rarely,Human Resources,Human Resources,Female,Manufacturing Director,Married
27,13,4,1413,1,44010,13,0,4,2,2,0,2,3,5.0,6.0,3.0,1.0,3.0,No,Travel_Frequently,Research & Development,Medical,Male,Manager,Married
49,23,1,1414,2,92410,19,1,5,7,1,7,3,3,1.0,7.0,4.0,4.0,3.0,No,Non-Travel,Research & Development,Other,Female,Sales Executive,Divorced
34,7,2,1415,4,29740,23,0,2,5,2,0,3,4,1.0,5.0,4.0,3.0,4.0,No,Travel_Frequently,Research & Development,Medical,Male,Sales Representative,Divorced
40,23,3,1416,1,45020,12,2,0,7,3,7,2,3,8.0,15.0,3.0,4.0,4.0,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married
38,6,4,1417,3,107480,15,0,3,1,0,0,3,3,7.0,17.0,2.0,1.0,3.0,Yes,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Married
29,10,2,1418,2,15550,19,2,2,10,1,9,3,3,1.0,10.0,2.0,4.0,2.0,Yes,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Married
22,1,3,1419,4,129360,11,2,3,4,2,2,3,3,1.0,4.0,4.0,2.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced
36,1,3,1420,2,23050,17,0,3,8,1,7,3,3,1.0,8.0,2.0,4.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single
40,28,2,1421,1,167040,22,0,2,3,0,2,4,4,9.0,5.0,4.0,4.0,1.0,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Married
46,25,1,1422,5,34330,18,0,3,4,0,3,3,3,7.0,17.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced
32,5,3,1423,1,34770,11,0,2,14,9,8,4,3,1.0,14.0,4.0,4.0,2.0,Yes,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married
30,17,4,1424,2,64300,12,1,2,11,5,8,2,3,1.0,12.0,3.0,3.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Single
27,18,2,1425,1,65160,19,1,4,7,0,7,3,3,1.0,7.0,4.0,3.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single
51,2,1,1426,1,39070,13,0,2,10,4,7,3,3,5.0,16.0,2.0,2.0,1.0,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married
30,10,4,1427,2,55620,13,0,3,5,0,4,2,3,5.0,8.0,4.0,1.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single
41,1,3,1428,2,68830,19,2,3,1,0,0,2,3,3.0,16.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Single
30,3,2,1429,2,28620,14,0,2,6,0,1,2,3,5.0,9.0,3.0,1.0,2.0,Yes,Travel_Frequently,Sales,Medical,Male,Healthcare Representative,Single
29,2,3,1430,1,49780,13,0,3,6,1,5,2,3,0.0,7.0,3.0,3.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
45,2,3,1431,2,103680,12,2,2,19,12,8,3,3,6.0,23.0,4.0,4.0,3.0,No,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single
54,8,2,1432,2,61340,19,0,2,6,0,5,2,3,2.0,16.0,4.0,1.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Married
36,16,4,1433,1,67350,25,2,3,13,3,7,2,4,8.0,16.0,4.0,2.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single
33,9,1,1434,3,32950,22,2,2,3,1,1,3,4,6.0,7.0,3.0,2.0,3.0,No,Travel_Rarely,Sales,Other,Female,Sales Executive,Married
37,2,4,1435,2,52380,15,1,5,10,0,7,3,3,1.0,10.0,2.0,4.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Male,Laboratory Technician,Divorced
38,1,2,1436,4,64720,12,0,4,16,5,13,3,3,0.0,17.0,1.0,3.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced
31,4,1,1437,3,96100,11,1,2,5,1,4,2,3,0.0,6.0,3.0,3.0,3.0,No,Non-Travel,Sales,Medical,Female,Research Scientist,Married
59,5,3,1438,3,198330,13,0,2,1,0,0,3,3,3.0,7.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married
37,2,3,1439,2,97560,19,0,2,9,5,8,3,3,4.0,13.0,1.0,4.0,3.0,No,Travel_Frequently,Sales,Marketing,Female,Laboratory Technician,Divorced
29,15,4,1440,1,49680,19,3,4,11,4,1,3,3,1.0,11.0,2.0,4.0,3.0,No,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married
35,19,3,1441,1,21450,13,0,6,10,0,8,2,3,1.0,10.0,3.0,3.0,4.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Single
29,7,1,1442,1,21800,21,0,2,4,0,1,3,4,1.0,4.0,3.0,4.0,2.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single
52,1,2,1443,4,83460,14,0,5,2,2,2,3,3,7.0,6.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Medical,Female,Manager,Single
42,7,4,1444,2,34450,11,2,2,22,11,15,3,3,1.0,22.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
59,4,4,1445,1,27600,11,0,3,2,2,2,4,3,8.0,7.0,2.0,3.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married
50,11,2,1446,2,62940,23,1,2,7,0,6,4,4,3.0,32.0,4.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Divorced
33,11,4,1447,1,71400,21,0,2,5,0,4,2,4,5.0,8.0,3.0,4.0,1.0,Yes,Travel_Rarely,Sales,Marketing,Male,Research Scientist,Married
43,1,3,1448,2,29320,24,0,3,17,1,9,3,4,5.0,22.0,4.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Manufacturing Director,Married
33,1,3,1449,2,51470,11,0,2,9,1,7,3,3,7.0,13.0,1.0,1.0,4.0,Yes,Travel_Rarely,Sales,Life Sciences,Male,Manager,Married
52,2,3,1450,1,45070,14,0,3,33,15,12,2,3,1.0,33.0,1.0,3.0,4.0,No,Non-Travel,Research & Development,Technical Degree,Male,Sales Executive,Single
32,13,4,1451,3,85640,16,1,2,4,1,2,2,3,2.0,6.0,3.0,2.0,3.0,No,Travel_Rarely,Human Resources,Life Sciences,Female,Manufacturing Director,Married
32,23,1,1452,3,24680,11,0,2,3,1,2,3,3,0.0,4.0,4.0,3.0,1.0,Yes,Travel_Rarely,Sales,Life Sciences,Male,Healthcare Representative,Single
39,26,4,1453,2,81610,12,1,2,3,1,2,4,3,7.0,7.0,3.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Research Director,Divorced
32,2,4,1454,4,21090,13,1,3,3,2,2,2,3,0.0,4.0,3.0,4.0,3.0,No,Non-Travel,Sales,Marketing,Male,Research Scientist,Married
41,29,3,1455,2,52940,15,0,3,1,0,0,2,3,2.0,17.0,3.0,1.0,2.0,No,Travel_Rarely,Sales,Life Sciences,Female,Laboratory Technician,Divorced
40,2,3,1456,1,27180,14,1,4,9,4,7,2,3,1.0,9.0,1.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced
45,18,1,1457,2,58110,14,0,4,24,1,7,2,3,0.0,25.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Married
31,7,4,1458,1,24370,14,1,3,2,2,2,4,3,9.0,9.0,2.0,3.0,3.0,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced
33,2,4,1459,1,27660,12,1,2,2,0,2,3,3,1.0,2.0,3.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
34,26,3,1460,1,190380,13,0,3,11,5,9,2,3,6.0,13.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Other,Female,Sales Executive,Married
37,22,5,1461,2,30550,14,3,3,3,0,2,3,3,2.0,17.0,3.0,1.0,2.0,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married
45,21,1,1462,3,22890,13,0,3,3,0,2,2,3,4.0,9.0,1.0,3.0,3.0,No,Travel_Frequently,Sales,Marketing,Male,Research Scientist,Married
37,2,3,1463,1,40010,11,1,2,1,0,0,3,3,6.0,17.0,1.0,3.0,3.0,Yes,Travel_Frequently,Sales,Marketing,Male,Laboratory Technician,Divorced
39,22,3,1464,1,129650,19,1,2,19,11,8,3,3,0.0,20.0,3.0,3.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single
29,4,3,1465,2,35390,18,0,2,6,1,5,2,3,1.0,6.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Other,Female,Human Resources,Single
